"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"HP","Abnormality of the musculoskeletal system","HP:0033127","false","1.3365665831734308e-7","6.874009401303605","2628","344","117","13541","P54253,P12107,Q9H324,Q14657,O75593,F5GX28,A0A3B3ISW5,F6T8Q0,P25490,O60318,P33076,Q6ZVN8,P22570,P43694,Q14692,Q8WXH2,A0A087WZN9,Q8WVV4,Q9HC84,P02675,A0A0C4DG33,Q9UJW0,Q9Y4W2,Q9HA77,Q5XUX0,Q99986,Q9BXM7,Q13009,Q01831,Q969G2,Q5SZL2,Q96E22,Q8NC56,Q96MP8,Q6KC79,P54710,Q15772,Q9Y4W6,C9J6S5,Q6ZRS2,P21359,H3BP20,O14521,Q7Z5L9,O60930,P22033,Q13255,A0A804HL36,Q9C000,Q96N67,Q56NI9,Q9UPP1,Q969Y2,A0A0J9YX62,Q16394,P23769,Q96D31,Q15842,O75489,Q4AC94,Q8NFD5,O14746,Q9UP52,Q2M1P5,P12109,Q04671,O00255,P05165,Q9H4A3,O43918,Q9P0X4,Q9H0W5,P51688,Q8WYB5,Q5T481,O75110,O14979,P51608,P42858,P41180,P10071,Q5VWP3,P21817,Q86XK2,P22681,Q9H2M9,Q9NS56,P19447,A6NMQ1,O43896,Q8IUC6,O00443,P52952,Q9C0F0,Q13285,Q5T890,P78527,Q8TDI0,O15270,Q8N766,O15399,Q9NZC9,Q9UJY1,Q68DE3,A2IDD5,O00294,Q86TH1,P43235,Q86YC2,Q01196,Q01105,Q8N5F7,B5TYJ1,P31629,Q86SQ4,O14647,Q92968"
"HP","Intellectual disability","HP:0001249","false","1.7026790203754745e-7","6.768867215113346","1458","344","78","13541","Q9H324,Q14657,O75593,F5GX28,A0A3B3ISW5,F6T8Q0,P25490,O60318,P43694,A0A087WZN9,Q8TA86,A0A0C4DG33,Q9Y4W2,Q9HA77,Q5XUX0,Q99986,Q13009,Q01831,Q969G2,Q5SZL2,Q96E22,Q96MP8,Q6KC79,Q15772,Q9Y4W6,C9J6S5,Q6ZRS2,P21359,O14521,P22033,Q13255,A0A804HL36,Q96N67,Q56NI9,Q9UPP1,Q969Y2,Q9HCM3,Q16394,Q15842,Q4AC94,Q8NFD5,O14746,Q2M1P5,P12109,Q9H0V9,Q04671,P05165,Q9P0X4,P51688,Q8WYB5,P35869,O75110,P51608,P42858,P10071,P21817,Q86XK2,P22681,Q9H2M9,Q9NS56,P19447,A6NMQ1,O43896,A6NGG8,P52952,Q9C0F0,Q8TDI0,Q8N766,O15399,Q9NZC9,Q68DE3,A2IDD5,O00294,Q86YC2,Q01105,B5TYJ1,P31629,O14647"
"HP","Abnormality of the genital system","HP:0000078","false","2.8835097473901533e-7","6.540078576165482","1197","344","68","13541","O75593,F6T8Q0,Q8NEC5,P25490,O60318,Q6ZVN8,P22570,P43694,Q8WVV4,Q8TA86,P02675,A0A0C4DG33,Q9UJW0,Q9Y4W2,Q9BXM7,Q13009,Q01831,F6MDI1,Q969G2,Q6KC79,C9J6S5,Q6ZRS2,P21359,Q05209,O14521,Q7Z5L9,A0A804HL36,Q56NI9,Q9UPP1,Q9HCM3,P23769,Q4AC94,Q8NFD5,O14746,Q9UP52,Q2M1P5,Q04671,O00255,P21754,O43918,Q9H0W5,Q8WYB5,P35869,P51608,P42858,P10071,P21817,A0A2R8YEM9,P22681,Q9H2M9,Q9NS56,P19447,A6NMQ1,Q96QB1,A6NGG8,O00443,P59047,P52952,Q9C0F0,Q13285,P78527,Q9NZC9,Q68DE3,Q8IWB6,O00294,Q86YC2,Q8N5F7,Q92968"
"HP","Abnormality of limbs","HP:0040064","false","0.000002213400885363857","5.654939920671038","1715","344","84","13541","P12107,Q9H324,Q14657,O75593,F5GX28,A0A3B3ISW5,F6T8Q0,P25490,O60318,P33076,P43694,Q14692,Q9HC84,A0A0C4DG33,Q9Y4W2,Q99986,Q969G2,Q5SZL2,Q96E22,Q8NC56,Q6KC79,Q15772,Q9Y4W6,C9J6S5,Q6ZRS2,P21359,O14521,O60930,A0A804HL36,Q9C000,Q56NI9,Q9UPP1,A0A0J9YX62,Q16394,P23769,Q96D31,Q15842,Q4AC94,Q8NFD5,O14746,Q2M1P5,P12109,Q04671,O00255,P05165,Q9H4A3,Q9H0W5,Q8WYB5,O75110,O14979,P51608,P42858,P41180,P10071,Q5VWP3,P21817,Q86XK2,P22681,Q9H2M9,Q9NS56,P19447,A6NMQ1,O43896,O00443,P52952,Q9C0F0,Q13285,P78527,O15270,Q8N766,O15399,Q9NZC9,Q9UJY1,Q68DE3,Q86TH1,P43235,Q86YC2,Q01105,Q8N5F7,B5TYJ1,P31629,Q86SQ4,O14647,Q92968"
"HP","Abnormality of the ear","HP:0000598","false","0.0000026735486199061073","5.5729119136152825","1692","344","83","13541","P12107,Q14657,O75593,F5GX28,F6T8Q0,P25490,P33076,P22570,P43694,A0A087WZN9,Q8TA86,A0A0C4DG33,Q9UJW0,Q9Y4W2,Q9HA77,Q01831,Q969G2,Q96E22,Q6KC79,Q15772,C9J6S5,Q12809,Q6ZRS2,P21359,O14521,Q7Z5L9,O60930,Q13255,A0A804HL36,Q96N67,Q56NI9,Q9HCM3,Q16394,P23769,O75489,P07766,Q4AC94,Q8NFD5,O14746,Q2M1P5,P12109,O00255,Q01484,O43918,Q9P0X4,Q9H0W5,P51688,Q8WYB5,Q5T481,P35869,P51608,P10071,P49736,P21817,Q9Y5Y9,Q86XK2,P22681,Q9H2M9,Q9NS56,P19447,A6NMQ1,A6NGG8,O00443,P52952,Q9C0F0,Q13285,P78527,Q8TDI0,O15270,Q8N766,Q68DE3,O00294,Q86TH1,P43235,Q86YC2,Q01105,Q8N5F7,B5TYJ1,P31629,Q86SQ4,O14647,Q92968,F2Z2Y1"
"HP","Cognitive impairment","HP:0100543","false","0.0000027898418698583333","5.554420412136505","687","344","46","13541","P54253,Q14657,O75593,F5GX28,F6T8Q0,P25490,P43694,Q8WXH2,A0A0C4DG33,Q9HA77,Q9BXM7,Q13009,Q01831,Q96E22,Q96MP8,Q6KC79,Q9Y4W6,C9J6S5,Q6ZRS2,P21359,H3BP20,O14521,O60930,Q969Y2,O14746,Q9H0V9,Q04671,O00255,O75110,P51608,P42858,P21817,A0A2R8YEM9,Q86XK2,P22681,P19447,A6NMQ1,O43896,Q8TDI0,O15399,Q68DE3,Q8N5F7,B5TYJ1,P21917,O14647,Q92968"
"HP","Abnormality of the mouth","HP:0000153","false","0.0000028320097334890597","5.5479052583292585","1635","344","81","13541","P12107,Q9H324,Q14657,O75593,F5GX28,A0A3B3ISW5,F6T8Q0,P25490,O60318,P43694,A0A087WZN9,Q8WVV4,P02675,A0A0C4DG33,Q9Y4W2,Q5XUX0,Q99986,Q01831,Q969G2,Q5SZL2,Q96E22,Q8NC56,Q6KC79,Q15772,Q6ZRS2,P21359,O14521,Q7Z5L9,O60930,A0A804HL36,Q9C000,Q96N67,Q56NI9,Q9UPP1,Q16394,Q96D31,Q15842,Q4AC94,Q8NFD5,O14746,Q2M1P5,P12109,Q04671,O00255,Q9H4A3,O43918,Q9P0X4,Q9H0W5,Q8WYB5,O75110,P51608,P10071,P21817,A0A2R8YEM9,Q86XK2,P22681,Q9H2M9,Q9NS56,P19447,A6NMQ1,O43896,Q8IUC6,O00443,P52952,Q9C0F0,P78527,Q8TDI0,Q8N766,O15399,Q9NZC9,Q68DE3,Q86TH1,P43235,Q86YC2,Q01105,Q8N5F7,B5TYJ1,P31629,Q86SQ4,O14647,Q92968"
"HP","Abnormality of body weight","HP:0004323","false","0.0000029649283517955857","5.527985797003185","1292","344","69","13541","O75593,A0A3B3ISW5,F6T8Q0,P25490,O60318,P33076,P22570,P43694,Q8WXH2,Q8TA86,A0A0C4DG33,Q9UJW0,Q9Y4W2,Q9HA77,Q99986,Q01831,Q969G2,Q96E22,Q6KC79,C9J6S5,Q6ZRS2,P21359,O14521,Q7Z5L9,P22033,A0A804HL36,Q9C000,Q969Y2,Q9HCM3,P23769,Q96D31,O75489,P07766,Q8NFD5,O14746,Q2M1P5,P12109,Q04671,O00255,P05165,Q9H0W5,Q8WYB5,P35869,O75110,Q9UBU3,P51608,P42858,P41180,P10071,P21817,Q86XK2,P22681,Q9NS56,P19447,A6NMQ1,A6NGG8,O00443,Q9C0F0,O15399,Q9NZC9,Q68DE3,O00294,P43235,Q86YC2,Q01196,Q8N5F7,B5TYJ1,P31629,Q92968"
"HP","Abnormal muscle physiology","HP:0011804","false","0.00000369147615737939","5.432799932267117","1763","344","85","13541","P54253,Q14657,O75593,F5GX28,A0A3B3ISW5,F6T8Q0,P25490,O60318,Q6ZVN8,P22570,Q14692,Q8WXH2,A0A0C4DG33,Q9HA77,Q99986,Q9BXM7,Q13009,Q01831,Q969G2,Q5SZL2,Q96E22,Q8NC56,Q6KC79,P54710,Q15772,Q9Y4W6,Q6ZRS2,P21359,H3BP20,O14521,Q7Z5L9,O60930,P22033,Q13255,Q96N67,Q969Y2,A0A0J9YX62,Q16394,Q96D31,O75489,Q4AC94,Q8NFD5,O14746,Q2M1P5,P12109,Q04671,O00255,P05165,Q9H4A3,Q9P0X4,Q8WYB5,Q5T481,O75110,O14979,P51608,P42858,P41180,Q5VWP3,P21817,Q86XK2,P22681,Q9H2M9,Q9NS56,P19447,A6NMQ1,O43896,Q8IUC6,P52952,Q9C0F0,Q5T890,Q8TDI0,O15270,Q8N766,O15399,Q9NZC9,Q9UJY1,A2IDD5,O00294,Q86TH1,Q01105,Q8N5F7,B5TYJ1,P31629,O14647,Q92968"
"HP","Abnormality of the musculature","HP:0003011","false","0.000004358458161810868","5.360667118585482","2012","344","93","13541","P54253,P12107,Q14657,O75593,F5GX28,A0A3B3ISW5,F6T8Q0,P25490,O60318,Q6ZVN8,P22570,P43694,Q14692,Q8WXH2,A0A0C4DG33,Q9HA77,Q99986,Q9BXM7,Q13009,Q01831,Q969G2,Q5SZL2,Q96E22,Q8NC56,Q6KC79,P54710,Q15772,Q9Y4W6,Q6ZRS2,P21359,H3BP20,O14521,Q7Z5L9,O60930,P22033,Q13255,Q96N67,Q56NI9,Q969Y2,A0A0J9YX62,Q16394,Q96D31,O75489,Q4AC94,Q8NFD5,O14746,Q2M1P5,P12109,Q04671,O00255,P05165,Q9H4A3,Q9P0X4,Q9H0W5,Q8WYB5,Q5T481,O75110,O14979,P51608,P42858,P41180,P10071,Q5VWP3,P21817,Q86XK2,P22681,Q9H2M9,Q9NS56,P19447,A6NMQ1,O43896,Q8IUC6,O00443,P52952,Q9C0F0,Q5T890,Q8TDI0,O15270,Q8N766,O15399,Q9NZC9,Q9UJY1,Q68DE3,A2IDD5,O00294,Q86TH1,Q01105,Q8N5F7,B5TYJ1,P31629,Q86SQ4,O14647,Q92968"
"HP","Abnormal oral cavity morphology","HP:0000163","false","0.0000055214218431866385","5.2579490709780465","1570","344","78","13541","P12107,Q9H324,Q14657,O75593,F5GX28,A0A3B3ISW5,F6T8Q0,P25490,O60318,P43694,A0A087WZN9,Q8WVV4,P02675,A0A0C4DG33,Q9Y4W2,Q5XUX0,Q01831,Q969G2,Q5SZL2,Q96E22,Q8NC56,Q6KC79,Q15772,Q6ZRS2,P21359,O14521,Q7Z5L9,O60930,A0A804HL36,Q9C000,Q96N67,Q56NI9,Q9UPP1,Q16394,Q96D31,Q15842,Q4AC94,Q8NFD5,O14746,Q2M1P5,P12109,Q04671,O00255,O43918,Q9P0X4,Q9H0W5,Q8WYB5,O75110,P51608,P10071,P21817,Q86XK2,P22681,Q9H2M9,Q9NS56,P19447,A6NMQ1,O43896,Q8IUC6,O00443,P52952,Q9C0F0,P78527,Q8TDI0,Q8N766,O15399,Q9NZC9,Q68DE3,Q86TH1,P43235,Q86YC2,Q01105,Q8N5F7,B5TYJ1,P31629,Q86SQ4,O14647,Q92968"
"HP","Abnormal oral morphology","HP:0031816","false","0.0000055214218431866385","5.2579490709780465","1570","344","78","13541","P12107,Q9H324,Q14657,O75593,F5GX28,A0A3B3ISW5,F6T8Q0,P25490,O60318,P43694,A0A087WZN9,Q8WVV4,P02675,A0A0C4DG33,Q9Y4W2,Q5XUX0,Q01831,Q969G2,Q5SZL2,Q96E22,Q8NC56,Q6KC79,Q15772,Q6ZRS2,P21359,O14521,Q7Z5L9,O60930,A0A804HL36,Q9C000,Q96N67,Q56NI9,Q9UPP1,Q16394,Q96D31,Q15842,Q4AC94,Q8NFD5,O14746,Q2M1P5,P12109,Q04671,O00255,O43918,Q9P0X4,Q9H0W5,Q8WYB5,O75110,P51608,P10071,P21817,Q86XK2,P22681,Q9H2M9,Q9NS56,P19447,A6NMQ1,O43896,Q8IUC6,O00443,P52952,Q9C0F0,P78527,Q8TDI0,Q8N766,O15399,Q9NZC9,Q68DE3,Q86TH1,P43235,Q86YC2,Q01105,Q8N5F7,B5TYJ1,P31629,Q86SQ4,O14647,Q92968"
